index;question;document;old_topic;new_topic;similarity;reassigned;stage
3746;Aku coba ke bioskop sendiri, tapi aku takut banget harus lari keluar karena panik. Apa aku harus tetap coba?;bioskop sendiri takut lari keluar panik tetap udah bioskop sendiri takut kabur panik takut makin kuat duduk dekat pintu keluar rencanain;-1;-1;0.53468716;FALSE;rejected
3753;Aku suka bawa ponsel kemana-mana biar merasa aman. Tapi aku tahu ini nggak bener. Gimana cara berhenti?;bawa ponsel tahu henti ponsel situ takut tahan ninggalin ponsel ruang lama keren;-1;-1;0.5291177;FALSE;rejected
3754;Aku takut main tenis karena deg-degan bikin aku panik. Padahal aku suka olahraga. Aku harus nyerah nggak?;takut main tenis degan panik padahal olahraga nyerah sayang nyerah degan olahraga tahu takut panas ringan main sebentar rencanain bareng;-1;-1;0.5894989;FALSE;rejected
3756;Aku takut naik wahana di taman bermain karena takut jantungan. Apa aku harus coba biar sembuh?;takut naik wahana taman main takut jantung sembuh naik wahana jantung takut kecil nonton naik wahana jauh perlu buru buru sesuai kesiap;-1;-1;0.5949508;FALSE;rejected
3757;Aku merasa nggak nyata kadang-kadang, dan itu bikin aku takut banget. Apa yang harus aku lakuin?;nyata takut lakuin sensasi nyata muncul cemas tinggi takut bahaya indera pegang benda dengar teknik bareng;-1;-1;0.60639864;FALSE;rejected
3759;Aku coba hadapi ketakutan, tapi aku malah minum obat penenang biar nggak panik. Ini salah nggak?;hadap takut malah obat tenang panik salah paham tenang obat tenang hadap takut obat situasi ringan bareng turut;-1;1;0.7063992;TRUE;medium
3772;Aku suka minum kopi malam, apa ini bikin susah tidur?;kopi susah tidur kopi ganggu tidur kafein otak tetap kurang hindar kafein sore notice kopi herbal;-1;3;0.67821497;TRUE;medium
3792;Aku minum kopi sore, apa itu bikin susah tidur?;kopi sore susah tidur kafein tahan tubuh lama kopi sore otak tetap nyala tidur hindar kafein siang herbal putih kopi butuh energi;-1;3;0.69553006;TRUE;medium
3797;Aku pakai earplug biar nggak dengar suara, tapi masih susah tidur. Apa salah?;earplug dengar susah tidur salah earplug susah tidur tidur hindar aktivitas otak nyala main ponsel earplug beneran ganggu jaga jaga;-1;3;0.66351914;TRUE;medium
3823;Aku merasa nggak berguna karena nggak bisa melakukan hal-hal seperti dulu. Gimana caranya aku nggak merasa gini?;laku paham berat tubuh tetap nilai kuat bentuk kecil nikmat dengar musik obrol teman percaya diri;-1;2;0.68507504;TRUE;medium
3827;Aku pengen sembuh total dari sakit ini. Apa mungkin?;sembuh total sakit tahu bebas sakit ngerasa sakit udah lama kelola tetap jalan hidup makna rencana kecil laku senang;-1;0;0.7393273;TRUE;medium
3831;Aku takut kalau sakitku bikin orang-orang di sekitarku jengah. Gimana caranya biar nggak gitu?;takut sakit jengah khawatir peduli percaya rasain obrol;-1;0;0.8189151;TRUE;high
3840;Aku ngerasa nggak punya harapan lagi karena sakitku nggak sembuh-sembuh. Aku salah nggak sih ngerasa gitu?;ngerasa harap sakit sembuh sembuh salah ngerasa salah tunjuk betapa berat hadap harap pelan pelan kecil cahaya sayang;-1;0;0.75917745;TRUE;high
3841;Aku merasa stres banget akhir-akhir ini karena sakit yang nggak kunjung sembuh. Apa yang bisa aku lakukan?;stres akhir akhir sakit kunjung sembuh laku tahu berat tubuh terus enak diafragma tenang tubuh perlahan lewat hidung lama detik perut kembang hembus perlahan lewat mulut lama detik laku pagi ingat;-1;7;0.7247443;TRUE;medium
3842;Kadang aku takut keluar rumah karena khawatir sakitku kambuh. Gimana caranya biar aku lebih berani?;takut keluar khawatir sakit kambuh berani takut terus hindar makin susah kecil pergi toko dekat beli barang takut pergi pulang takut beneran khawatir nyata dukung kapan;-1;18;0.66299593;TRUE;medium
3843;Aku merasa nggak berguna karena nggak bisa ngapa-ngapain seperti dulu. Apa aku bakal gini selamanya?;lama berat salah ngomong bukan fakta daftar kecil laku kecil jalan kaki tuju kecil nambah aktivitas perlahan laku;-1;0;0.6954396;TRUE;medium
3858;Aku pengen coba visual imagery, tapi bingung mulai dari mana. Bantu aku dong!;visual imagery asyik visual imagery seru bayangin tempat tenang pantai tutup mata bayangin dengar cium ombak pasir laut laku tempat tenang tempat bayangin pandu;-1;-1;0.4829495;FALSE;rejected
3859;Aku merasa nggak ada yang peduli sama aku. Apa aku salah merasa gitu?;peduli salah peduli berat muncul struggle lupa peduli ingat kecil ringan dengerin;-1;0;0.84210074;TRUE;high
3867;Aku ngerasa nggak berguna karena nggak bisa ngapa-ngapain kayak dulu. Aku harus gimana?;ngerasa berat kecil laku urus temen kecil arti kecil minggu;-1;-1;0.603302;FALSE;rejected
3876;Aku sering lupa istirahat pas kerja, eh malah nyeri. Gimana caranya ingat?;lupa istirahat kerja malah nyeri ingat gampang lupa istirahat setel alarm ponsel ingetin jeda jenak teknik pacing kerja istirahat lupa istirahat;-1;2;0.68889844;TRUE;medium
3878;Aku suka ngeluh soal nyeriku ke temen, tapi takut mereka bosen. Gimana caranya ngomong?;ngeluh nyeri temen takut bosen ngomong curhat takut temen bosen imbang positif kabar curhat pilih temen dekat percaya siapa dengerin;-1;0;0.7201148;TRUE;medium
3879;Aku pengen olahraga, tapi takut nyeri. Apa olahraga yang aman?;olahraga takut nyeri olahraga semangat olahraga bagus aktivitas ringan jalan kaki yoga lembut laku singkat konsultasi dokter penting cocok olahraga;-1;12;0.7969536;TRUE;high
3890;Aku nggak suka orang lain tahu berat badanku. Aku malu banget. Apa yang harus aku lakuin?;tahu berat badan malu lakuin erti nyaman malu berat badan datang tekan luar sendiri bicara malu ringan;-1;-1;0.5988879;FALSE;rejected
3893;Aku nggak mau makan kalau ada orang lain, soalnya takut dikira gendut. Gimana caranya biar nggak gitu?;makan takut gendut paham nyaman hindar makan bareng takut datang khawatir nilai kecil makan bareng percaya situasi;-1;5;0.71385944;TRUE;medium
3896;Aku benci kalau orang bilang aku harus makan lebih banyak. Aku merasa diserang. Gimana ngatasinnya?;benci makan serang ngatasinnya paham nyaman salah jahat komentar sakit tanggap komentar tenang bareng;-1;9;0.7004915;TRUE;medium
3900;Aku pengen sembuh dari masalah makanku, tapi takut gagal. Gimana caranya mulai?;sembuh makan takut gagal sembuh bangga takut gagal perlu lang sendiri kecil bicara kurang nyaman takut sembuh;-1;0;0.7645041;TRUE;high
3904;Aku pengen coba terapi buat masalah makanku, tapi takut nggak berhasil. Apa yang harus aku lakuin?;terapi makan takut hasil lakuin terapi takut takut hasil terapi proses kecil udah maju terap nyaman khawatir siapin daftar terap yakin takut terapi hasil;-1;1;0.75544584;TRUE;high
3908;Aku ngerasa hidupku cuma soal badan dan berat badan. Gimana caranya biar nggak gitu lagi?;ngerasa hidup badan berat badan badan berat badan hidup berat arti temen bayangin senang muncul situ kecil lakuin;-1;-1;0.62170416;FALSE;rejected
3913;Aku ngerasa nggak punya kendali sama makanan, kayaknya aku lelet banget progressnya. Aku salah apa?;ngerasa kendali makan lelet progressnya salah salah ngerasa kendali progress cepet udah hasil kecil tahu hilang kendali rencana kecil ngerasa;-1;0;0.7171601;TRUE;medium
3914;Aku pengen ngomong ke temen soal masalah makanku, tapi takut dianggap aneh. Gimana caranya?;ngomong temen makan takut anggap aneh senang temen berani pilih temen percaya struggle pola makan takut anggap aneh butuhin dengerin susun kata kata ngomong temen;-1;0;0.6513727;TRUE;medium
3915;Aku coba catat apa yang aku makan, tapi kok ngerasa malu sama apa yang aku tulis. Normalkah ini?;catat makan ngerasa malu malu nyatet makan usaha paham pola makan catat alat pola bukan nilai diri catat bukan malu malu catat;-1;0;0.6936321;TRUE;medium
3918;Aku ngerasa hidupku nggak ada artinya kalau aku nggak kurus. Ini normal nggak?;ngerasa hidup arti kurus sedih denger ngerasa berat hidup nilai jauh sekadar berat badan arti sayang tahu semangat ngerasa;-1;0;0.7251323;TRUE;medium
3924;Aku merasa gendut padahal orang bilang badanku normal. Kenapa aku merasa gitu?;gendut padahal badan gendut nyata tubuh datang emosi alam stres insecurity catat kapan pola bareng paham picu situ;-1;0;0.6726974;TRUE;medium
3926;Aku suka makan banyak kalau lagi sedih. Itu kenapa ya?;makan sedih makan sedih tubuh nyaman emosi berat hadap sedih jalan jalan tahu sedih cocok;-1;0;0.69485456;TRUE;medium
3929;Aku takut orang lihat badanku, jadi pakai baju longgar. Gimana cara ngatasin ini?;takut badan baju longgar ngatasin baju longgar hindar tubuh sendiri perlu baju aktivitas nyaman tubuh yoga ringan paling gampang;-1;-1;0.64123756;FALSE;rejected
3931;Aku nggak suka lihat foto diriku di medsos. Harusnya aku hapus semua?;diri medsos hapus diri sendiri hapus hindar pilih terlalu benci terima laku pelan pelan;-1;0;0.6754311;TRUE;medium
3933;Aku nggak mau makan sama temen karena takut dinilai. Gimana cara ngatasin ini?;makan temen takut nilai ngatasin takut nilai makan bareng temen cemas hindar hilang momen seru makan bareng temen nyaman pilih makan stres rencana kecil bareng kapan;-1;5;0.7198697;TRUE;medium
3934;Aku ngecek badan di cermin puluhan kali sehari. Ini berlebihan nggak?;ngecek badan cermin puluh puluh udah terlalu tampil capek hitung berapa perlu praktis rencana kurang pelan pelan berapa;-1;-1;0.6347587;FALSE;rejected
3935;Aku nggak suka badanku, tapi nggak tahu kenapa. Apa yang harus aku lakukan?;badan tahu laku badan datang tekan luar diri catat kapan situ tahu picu nyaman diri catat;-1;-1;0.6447995;FALSE;rejected
3937;Aku nggak suka orang komentar soal badanku. Gimana cara ngadepin ini?;komentar badan ngadepin komentar badan emang nyaman tanggap kuat nyaman bahas obrol topik bareng tanggap cocok;-1;9;0.725368;TRUE;medium
3940;Aku merasa badanku nggak oke meski orang bilang bagus. Kenapa gitu?;badan bagus badan tampil diri tahu percaya puji diri badan;-1;-1;0.525319;FALSE;rejected
3944;Aku merasa pasanganku nggak pernah ngertiin aku, kayaknya dia nggak peduli. Aku harus apa biar dia lebih perhatian?;pasang ngertiin peduli perhati betapa frustrasi paham pasang butuh tahu perhati contoh spesifik momen kesal terapi pasang komunikasi paham tema konflik perhati intim bicara hati hati;-1;10;0.7390865;TRUE;medium
3946;Aku merasa pasanganku terlalu menuntut, aku capek harus nurutin dia terus. Apa yang bisa aku lakukan?;pasang terlalu tuntut capek nurutin terus laku berat terus terus tuntut situasi pola jebak pasang bicara harap jelas tekan bukan salah terus ulang terapi pasang akar siap bicara;-1;0;0.75839007;TRUE;high
3948;Aku dan pasanganku kayak nggak cocok lagi, apa artinya kami harus putus?;pasang cocok arti putus cocok pasang sedih arti putus perlu paham pola berat cocok terapi pasang saling paham usaha;-1;0;0.76396596;TRUE;high
3949;Aku suka nunda-nunda buat ngurusin kesehatan mentalku. Gimana caranya biar aku mulai peduli sama diri sendiri?;nunda nunda ngurusin sehat mental peduli diri sendiri senang mikirin sehat tunda overwhelmed tahu kecil luang refleksi tuju kecil spesifik janji psikolog minggu ingat peduli diri sendiri sempurna penting kecil;-1;0;0.72860384;TRUE;medium
3952;Aku merasa hubunganku sama pasangan kayak perangkap, aku nggak bisa jadi diri sendiri. Apa yang harus aku lakukan?;pasang perangkap diri sendiri laku jebak berat muncul jebak pola jujur masing masing diri sendiri nyaman bicarain pasang psikolog paham butuh;-1;1;0.7344928;TRUE;medium
3958;Aku merasa pasanganku nggak pernah bikin aku merasa dicintai. Apa aku yang salah minta terlalu banyak?;pasang cinta salah minta terlalu cinta sedih salah cinta pasang nunjukin cinta nyampe cinta lewat perhati kecil bareng terus ulang terapi pasang paham butuh masing masing;-1;0;0.69677925;TRUE;medium
3959;Aku takut kalau terapi nggak bakal bantu masalahku. Apa aku harus tetap coba?;takut terapi tetap takut terapi berat tahu terapi pola udah bukti butuh sesi awal nyaman terap cocok takut terapi hasil;-1;1;0.78263706;TRUE;high
3961;Aku sering merasa takut banget kalau harus pergi ke tempat ramai, kayak mall atau pasar. Apa sih yang bikin aku gitu?;takut pergi tempat ramai mall pasar kedengeran cemas situasi ramai kait agorafobia muncul takut kabur panik detail takut tempat;-1;-1;0.53940815;FALSE;rejected
3963;Aku suka menghindari tempat yang bikin aku takut, kayak jembatan atau lift. Apa itu wajar?;hindar tempat takut jembatan lift hindar tempat takut laku cemas udah ganggu aktivitas agorafobia cemas spesifik takut hidup batas ngatasinnya bareng jembatan lift takut;-1;-1;0.5545476;FALSE;rejected
3964;Aku merasa nggak bisa ngontrol ketakutan aku pas di keramaian. Apa ada cara buat ngatasin ini?;ngontrol takut ramai ngatasin kedengeran berat teknik relaksasi terapi perilaku kognitif pelan pelan hadap takut kewalahan kecil sebentar tempat ramai bareng;-1;1;0.77303743;TRUE;high
3967;Aku ngerasa nggak aman kalau sendirian di rumah, takut ada apa-apa. Gimana caranya biar tenang?;ngerasa sendiri takut tenang nyambung cemas trauma pintu nyalain lampu teknik grounding benda teknik;-1;-1;0.5897923;FALSE;rejected
3972;Aku takut ketemu orang baru karena pernah disakiti. Apa yang bisa aku lakuin?;takut sakit lakuin alam waspada interaksi kecil sapa tetangga ringan diri sendiri percaya;-1;0;0.72535545;TRUE;medium
3982;Kenapa tiap aku coba ngomong sama pasangan, malah jadi ribut?;ngomong pasang malah ribut frustrasi malah antem pola panas perhatiin situasi panas emosi jeda terus ngomong tenang contoh situasi pikirin;-1;0;0.82711995;TRUE;high
3984;Aku suka ngelakuin hal-hal yang bikin pasanganku kesel, kayak sengaja nunda-nunda. Apa aku salah?;ngelakuin pasang kesel sengaja nunda nunda salah jujur ngaku tahu pasang kesel pikirin nunda nunda stres alas bukan salah nyaman lanjut nunda;-1;0;0.86592865;TRUE;high
3985;Aku pengen pasanganku berubah, tapi dia nggak mau. Aku harus apa?;pasang ubah capek ubah jalan tengah kendali ngomongin minta ubah diskusi detail ubah;-1;0;0.65959865;TRUE;medium
3987;Aku merasa pasanganku nggak pernah ada buat aku pas aku butuh. Ini wajar nggak?;pasang butuh sedih sendiri butuh dukung penting ngomongin pasang rasain nuduh sendiri susah saling dukung susun kata kata bareng;-1;0;0.7827377;TRUE;high
3988;Aku suka nyanyi-nyanyi pas marahan sama pasangan, biar dia kesel. Apa ini salah?;marah pasang kesel salah hehe kreatif sengaja pasang kesel lewat tuju kesel ngungkapin rasain tambah ribut;-1;17;0.74952674;TRUE;medium
3989;Aku nggak suka pasanganku deket sama temen-temennya. Aku cemburu. Gimana caranya biar nggak gitu?;pasang deket temen temennya cemburu cemburu nyaman terus tahu takut milih temennya alam lanjut pikirin tenang;-1;0;0.69673127;TRUE;medium
3990;Aku pengen hubunganku sama pasangan kayak dulu lagi. Mungkinkah?;pasang kangen masa masa indah ubah iring bukan balik momen indah spesial pikirin bawa;-1;0;0.7392833;TRUE;medium
3992;Pasanganku bilang aku terlalu ngatur. Aku cuma pengen yang terbaik buat kita. Apa aku salah?;pasang terlalu ngatur salah niat nyampein pasang tekan atur dengerin defend diri lanjut situasi saran;-1;11;0.7309203;TRUE;medium
3993;Aku nggak bisa ngomongin perasaanku sama pasangan. Takut dia nggak terima. Apa yang harus aku lakuin?;ngomongin pasang takut terima lakuin mudah hati takut tolak ngomongin penting kecil enak hati pilih tenang jujur nuduh susun kata kata;-1;0;0.7804173;TRUE;high
3994;Aku merasa pasanganku nggak cukup sayang sama aku. Gimana caranya biar aku nggak mikir gitu?;pasang cukup sayang mikir berat kurang sayang kecil lakuin bareng harga ngomongin jelas dengerin lanjut;-1;0;0.7142999;TRUE;medium
3996;Aku pernah bohong sama pasanganku, sekarang aku takut dia tahu. Apa yang harus aku lakuin?;bohong pasang takut tahu lakuin berani ngaku jujur mudah kuat pikirin bohong sakit hati jujur lembut takut kecewa pikirin;-1;22;0.71637535;TRUE;medium
3997;Aku sering ngerasa bersalah karena nggak bisa bikin pasanganku senang. Apa yang salah sama aku?;ngerasa salah pasang senang salah salah bahagia pasang ngontrol gagal senang pikirin saling dukung beban berat;-1;0;0.815585;TRUE;high
3999;Aku nggak suka ngomongin masa lalu sama pasangan, tapi dia selalu nanya. Aku harus apa?;ngomongin masa pasang nanya nyaman paksa ngomongin jujur siap ngomongin masa hargain tahu terus nanya batas bareng lanjut ngomongin masa;-1;0;0.74879533;TRUE;medium
4000;Aku merasa hubunganku nggak akan pernah membaik. Apa aku harus nyerah aja?;nyerah berat udah harap nyerah pikirin bareng ngomongin pasang profesional lanjut ngerasa stuck pikirin kecil;-1;0;0.78730184;TRUE;high
4001;Aku merasa hubunganku sama pasangan kok gini banget, kayak susah nyambung. Apa sih yang bikin hubungan jadi kacau?;pasang susah nyambung kacau susah nyambung pola komunikasi kurang sehat saling jauh kritis salah harga insecure siklus negatif tutup diri makin serang detail nyambung;-1;0;0.68379426;TRUE;medium
4003;Pasangan aku suka banget ngasih saran, tapi kok rasanya kayak kritik. Aku jadi kesel sendiri. Gimana sih cara ngatasin ini?;pasang ngasih saran kritik kesel sendiri ngatasin nyebelin saran dengar kritik pasang nyakitin nyampaikan disalahin rasain nyudutin neng saran kurang paham;-1;0;0.6813543;TRUE;medium
